"Respondent","OpSys"
80681,"Linux-based"
80684,"MacOS"
80691,"Linux-based"
80693,"Windows"
80694,"Windows"
80698,"MacOS"
80706,"Windows"
80708,"Windows"
80711,"Linux-based"
80722,"Linux-based"
80727,"Windows"
80728,"Linux-based"
80733,"Windows"
80740,"Linux-based"
80756,"MacOS"
80761,"Windows"
80766,"Linux-based"
80772,"Linux-based"
80774,"Linux-based"
80777,"Windows"
80780,"Linux-based"
80790,"Windows"
80791,"MacOS"
80802,"MacOS"
80808,"MacOS"
80817,"Linux-based"
80818,"Linux-based"
80819,"Linux-based"
80820,"Linux-based"
80837,"MacOS"
80839,"Linux-based"
80843,"Linux-based"
80845,"Linux-based"
80850,"Windows"
80857,"Windows"
80860,"Linux-based"
80875,"Windows"
80882,"Windows"
80884,"Windows"
80885,"Windows"
80886,"Linux-based"
80902,"Windows"
80906,"Linux-based"
80907,"Windows"
80913,"Windows"
80933,"Linux-based"
80936,"Linux-based"
80941,"Linux-based"
80945,"Windows"
80950,"MacOS"
80955,"Windows"
80956,"Windows"
80965,"Windows"
80969,"Linux-based"
80993,"BSD"
80996,"MacOS"
80998,"Windows"
81001,"MacOS"
81011,"Windows"
81016,"Linux-based"
81024,"Windows"
81027,"Linux-based"
81029,"MacOS"
81042,"Windows"
81045,"MacOS"
81055,"Windows"
81066,"Linux-based"
81067,"Windows"
81070,"MacOS"
81082,"MacOS"
81084,"Windows"
81085,"Windows"
81102,"Windows"
81107,"Windows"
81109,"Windows"
81124,"Linux-based"
81128,"Linux-based"
81131,"Windows"
81132,"MacOS"
81135,"Linux-based"
81141,"MacOS"
81142,NA
81143,"Linux-based"
81146,"MacOS"
81151,"Windows"
81159,"Windows"
81168,"Windows"
81176,"Linux-based"
81177,"Windows"
81178,"Windows"
81183,NA
81192,"Windows"
81200,"Linux-based"
81210,"MacOS"
81215,"MacOS"
81216,"MacOS"
81234,"Windows"
81242,"Linux-based"
81243,"MacOS"
81244,"MacOS"
81257,"Linux-based"
81265,"Linux-based"
81271,"Windows"
81288,"Windows"
81291,"Windows"
81292,"MacOS"
81299,"MacOS"
81301,"Linux-based"
81307,"MacOS"
81308,"Linux-based"
81311,"Windows"
81312,"Windows"
81317,"MacOS"
81323,"MacOS"
81335,"Linux-based"
81338,"Windows"
81366,"MacOS"
81372,"Windows"
81373,"Linux-based"
81380,"Linux-based"
81383,"Windows"
81394,"Linux-based"
81409,"Windows"
81411,"MacOS"
81414,"Windows"
81423,"Linux-based"
81431,"Windows"
81437,"Linux-based"
81460,"Linux-based"
81463,"Windows"
81486,"Windows"
81489,"Linux-based"
81501,"Windows"
81506,"Windows"
81507,"Windows"
81512,"Linux-based"
81514,"Linux-based"
81518,"Windows"
81519,"MacOS"
81520,"Windows"
81532,"Windows"
81535,"Windows"
81538,"Windows"
81543,"MacOS"
81544,"Windows"
81556,"Linux-based"
81561,"Linux-based"
81564,"Linux-based"
81571,"Windows"
81575,"Windows"
81584,"Linux-based"
81587,"Linux-based"
81592,"Linux-based"
81622,"Windows"
81623,"Linux-based"
81630,"Windows"
81634,"Windows"
81635,"Linux-based"
81639,"Windows"
81643,"MacOS"
81665,"Windows"
81678,"Linux-based"
81683,"Linux-based"
81687,"MacOS"
81692,"MacOS"
81697,"Windows"
81704,"Linux-based"
81722,"MacOS"
81727,"MacOS"
81731,"Linux-based"
81746,"Windows"
81748,"Linux-based"
81754,"Linux-based"
81757,"Windows"
81758,"Linux-based"
81766,NA
81769,"Windows"
81771,"Linux-based"
81775,"Linux-based"
81781,"Linux-based"
81784,"MacOS"
81787,"Linux-based"
81796,"Linux-based"
81807,"Windows"
81817,"Linux-based"
81830,NA
81836,"Linux-based"
81851,"MacOS"
81859,"MacOS"
81863,"Linux-based"
81882,"Windows"
81883,"Windows"
81888,"Linux-based"
81889,"Linux-based"
81891,"MacOS"
81892,"Windows"
81901,"Linux-based"
81914,"Windows"
81919,"Linux-based"
81921,"Windows"
81926,"Windows"
81933,"Windows"
81938,"Linux-based"
81962,"Windows"
81972,"Windows"
81983,"Windows"
81990,"MacOS"
81995,"Linux-based"
81996,"MacOS"
81998,"Windows"
82003,"MacOS"
82010,"Linux-based"
82013,"MacOS"
82021,"Windows"
82030,"Linux-based"
82032,"MacOS"
82042,"Linux-based"
82043,"Windows"
82047,"Windows"
82049,"Windows"
82051,"Linux-based"
82052,"Windows"
82053,"MacOS"
82064,"Linux-based"
82067,"Windows"
82068,"MacOS"
82077,"Windows"
82087,"Linux-based"
82089,"Windows"
82091,"Linux-based"
82092,"Windows"
82093,"Windows"
82096,"Windows"
82097,"MacOS"
82100,"Linux-based"
82101,"Windows"
82123,"Linux-based"
82127,"MacOS"
82136,"Linux-based"
82138,"MacOS"
82154,"Windows"
82159,"Windows"
82163,"Windows"
82166,"Windows"
82168,"Linux-based"
82172,"Windows"
82179,"Windows"
82192,"Windows"
82195,"Linux-based"
82219,"Windows"
82226,"Windows"
82238,"Windows"
82241,"Windows"
82247,"Windows"
82248,"Windows"
82261,"Windows"
82268,"Windows"
82269,"Windows"
82296,"Windows"
82313,"Linux-based"
82317,"MacOS"
82318,"Linux-based"
82332,"Windows"
82336,"Windows"
82338,"Windows"
82347,"Windows"
82351,"Linux-based"
82354,"Windows"
82361,"Windows"
82385,"Windows"
82392,"MacOS"
82393,"Windows"
82397,"Linux-based"
82405,"Linux-based"
82412,"Windows"
82416,"Windows"
82420,"Windows"
82426,"Linux-based"
82428,"MacOS"
82436,"Linux-based"
82437,"MacOS"
82451,"Linux-based"
82452,"Linux-based"
82455,"Linux-based"
82458,"MacOS"
82465,"Linux-based"
82469,"Windows"
82474,"Linux-based"
82478,"Windows"
82480,"MacOS"
82482,"Linux-based"
82487,"Linux-based"
82500,"Windows"
82519,"Linux-based"
82533,"Windows"
82548,"Linux-based"
82552,"Windows"
82562,"Windows"
82563,"Linux-based"
82570,"Windows"
82571,"Windows"
82587,"Linux-based"
82591,"Linux-based"
82602,"Linux-based"
82606,"Windows"
82610,"Linux-based"
82611,"MacOS"
82645,"MacOS"
82656,"Windows"
82658,"Windows"
82665,"Windows"
82666,"MacOS"
82673,"Windows"
82681,"Windows"
82683,"MacOS"
82684,"Windows"
82695,"Windows"
82702,"Windows"
82705,"Windows"
82709,"Windows"
82724,"MacOS"
82726,"Windows"
82739,"Windows"
82745,"Windows"
82754,"Linux-based"
82755,"Linux-based"
82765,"Windows"
82768,"Linux-based"
82771,"MacOS"
82773,"Windows"
82776,"MacOS"
82777,"Windows"
82778,"Windows"
82790,"Windows"
82791,"Linux-based"
82797,"Windows"
82800,"Windows"
82801,"Windows"
82812,"Linux-based"
82814,"Windows"
82815,"Linux-based"
82840,"Windows"
82846,"MacOS"
82850,"MacOS"
82853,"MacOS"
82855,"Linux-based"
82858,"Linux-based"
82861,"Linux-based"
82876,"Linux-based"
82879,"Windows"
82885,"MacOS"
82898,"MacOS"
82902,"MacOS"
82911,"MacOS"
82914,"Windows"
82927,"Linux-based"
82930,"Windows"
82935,"Linux-based"
82939,"Linux-based"
82951,"MacOS"
82963,"Windows"
82990,"Windows"
83006,"Windows"
83015,"Linux-based"
83017,"Linux-based"
83018,"MacOS"
83029,"Linux-based"
83032,"Windows"
83036,"Linux-based"
83046,"Linux-based"
83048,"Linux-based"
83053,"Linux-based"
83066,"Windows"
83090,"Linux-based"
83091,"Windows"
83095,"Windows"
83096,"Linux-based"
83106,"Linux-based"
83112,"MacOS"
83114,"Windows"
83115,"Linux-based"
83116,"MacOS"
83117,"MacOS"
83123,"Windows"
83124,"Windows"
83136,NA
83158,"Windows"
83166,NA
83167,"Windows"
83188,"Windows"
83204,"Linux-based"
83209,"Linux-based"
83224,"Windows"
83243,"Windows"
83245,"Windows"
83256,"Linux-based"
83263,"Windows"
83266,"MacOS"
83279,"MacOS"
83294,"Windows"
83301,"Windows"
83306,"Windows"
83319,"MacOS"
83326,"Windows"
83329,"MacOS"
83338,"Windows"
83341,"Windows"
83351,"MacOS"
83354,"Windows"
83355,"Windows"
83356,"Linux-based"
83365,"Windows"
83366,"Linux-based"
83368,"MacOS"
83369,"Windows"
83374,"Windows"
83376,"Linux-based"
83382,"Linux-based"
83384,"Linux-based"
83394,"Windows"
83396,"Windows"
83400,"Linux-based"
83413,"Windows"
83416,"Windows"
83418,"Windows"
83420,"Windows"
83428,"Windows"
83434,"Linux-based"
83437,"Windows"
83438,"MacOS"
83450,"Windows"
83451,"MacOS"
83461,"MacOS"
83463,"Windows"
83481,"Windows"
83498,"Linux-based"
83500,"Linux-based"
83524,"MacOS"
83544,"Windows"
83556,"Windows"
83559,"Windows"
83560,"Linux-based"
83561,"Linux-based"
83565,"Linux-based"
83567,"Windows"
83578,"Windows"
83585,"Windows"
83588,"Windows"
83597,"Windows"
83600,"Windows"
83603,"Windows"
83617,"Linux-based"
83621,"Windows"
83625,"Windows"
83629,"Windows"
83639,"Windows"
83643,"MacOS"
83644,"Linux-based"
83651,"Windows"
83657,"Windows"
83658,"MacOS"
83681,"Linux-based"
83690,"Windows"
83695,"Windows"
83700,"Windows"
83707,"Windows"
83711,"Linux-based"
83714,"Linux-based"
83722,"MacOS"
83739,"Windows"
83741,"Linux-based"
83742,"Linux-based"
83747,"Windows"
83757,"Linux-based"
83760,"Windows"
83771,NA
83775,"Windows"
83778,"MacOS"
83779,"Linux-based"
83789,"MacOS"
83791,"Windows"
83792,"Windows"
83794,"MacOS"
83797,"Linux-based"
83802,"Linux-based"
83805,"Windows"
83816,"Linux-based"
83825,"Windows"
83827,"Linux-based"
83832,"MacOS"
83837,"MacOS"
83841,"Windows"
83859,"Linux-based"
83886,"MacOS"
83888,"MacOS"
83893,"Windows"
83897,"Windows"
83906,"Windows"
83909,"Linux-based"
83913,"Windows"
83923,"Windows"
83928,"Windows"
83929,"Windows"
83938,"Windows"
83943,"MacOS"
83952,"Windows"
83986,"Windows"
83989,"Windows"
83996,"Linux-based"
84000,"MacOS"
84001,"MacOS"
84023,NA
84026,"Windows"
84036,"Windows"
84040,"MacOS"
84062,"MacOS"
84080,"Windows"
84081,"MacOS"
84085,"Windows"
84088,"Windows"
84090,"Windows"
84091,"MacOS"
84108,"Windows"
84111,"Linux-based"
84118,"Windows"
84126,"Windows"
84130,"Windows"
84131,"Windows"
84143,"Windows"
84154,"Windows"
84155,"Windows"
84161,"Linux-based"
84163,"Windows"
84168,"MacOS"
84176,"Windows"
84186,"Linux-based"
84191,"Linux-based"
84198,"Windows"
84204,"Windows"
84209,"Windows"
84212,"Windows"
84214,"Windows"
84215,"Windows"
84226,"Windows"
84228,"Linux-based"
84229,"Linux-based"
84236,"Windows"
84239,"Linux-based"
84243,"MacOS"
84247,"MacOS"
84250,"Windows"
84259,"Windows"
84260,"Windows"
84262,"Windows"
84267,"MacOS"
84278,"Linux-based"
84289,"Windows"
84291,"Windows"
84301,"Windows"
84303,"MacOS"
84304,"Linux-based"
84311,"Windows"
84329,"Windows"
84335,"Linux-based"
84348,"Linux-based"
84357,"Linux-based"
84369,"Linux-based"
84373,"Windows"
84375,"Linux-based"
84378,"Linux-based"
84390,"Linux-based"
84396,"Linux-based"
84405,"Windows"
84415,"Windows"
84418,"Linux-based"
84432,"Windows"
84437,"MacOS"
84443,"Linux-based"
84455,"MacOS"
84462,"Linux-based"
84464,"Windows"
84470,"Linux-based"
84473,"Windows"
84474,"Windows"
84485,"Windows"
84488,"Windows"
84490,"Linux-based"
84491,"Linux-based"
84492,"Windows"
84498,"Windows"
84500,"Linux-based"
84516,"Linux-based"
84521,"Linux-based"
84545,"Linux-based"
84568,"Windows"
84572,"Windows"
84576,"Linux-based"
84586,"Windows"
84594,"MacOS"
84600,NA
84607,"Linux-based"
84611,"Windows"
84625,"Linux-based"
84630,"MacOS"
84636,"Linux-based"
84637,"MacOS"
84640,"Windows"
84652,"MacOS"
84653,"MacOS"
84658,"Windows"
84668,"Linux-based"
84670,"Windows"
84673,"Linux-based"
84677,"Windows"
84680,"Windows"
84704,"Windows"
84709,"Linux-based"
84713,"Linux-based"
84719,"Linux-based"
84721,"Windows"
84731,"MacOS"
84744,"Windows"
84751,"Windows"
84752,"Linux-based"
84754,"Linux-based"
84758,"MacOS"
84760,"Linux-based"
84764,"Linux-based"
84765,"Windows"
84767,"Windows"
84771,"Linux-based"
84772,"Windows"
84778,"Windows"
84779,"Windows"
84784,"MacOS"
84793,"Linux-based"
84794,NA
84805,"Windows"
84811,"Windows"
84812,"Linux-based"
84813,"Windows"
84819,"Windows"
84833,"Windows"
84848,"MacOS"
84849,"Windows"
84854,"MacOS"
84857,"MacOS"
84863,"Linux-based"
84874,"Linux-based"
84875,"MacOS"
84885,"MacOS"
84890,"Linux-based"
84891,"Linux-based"
84894,"Windows"
84903,"Windows"
84906,"MacOS"
84909,"Windows"
84910,"Windows"
84926,"Linux-based"
84932,"MacOS"
84947,"Windows"
84949,"Linux-based"
84951,"Windows"
84955,"MacOS"
84961,"Windows"
84966,"Windows"
84967,"MacOS"
84987,"Linux-based"
84991,"Linux-based"
84992,"Linux-based"
84994,"MacOS"
84997,"Linux-based"
85002,"Windows"
85005,"Windows"
85022,"Windows"
85028,"Windows"
85035,"Windows"
85044,"Linux-based"
85046,"Linux-based"
85049,"Linux-based"
85055,"Windows"
85058,"Windows"
85063,"Windows"
85066,"MacOS"
85095,"Windows"
85114,"Linux-based"
85123,"Windows"
85125,"Linux-based"
85130,"MacOS"
85138,"Windows"
85151,"Linux-based"
85158,"Windows"
85169,"Linux-based"
85171,"Linux-based"
85180,"MacOS"
85186,"MacOS"
85194,"MacOS"
85196,"MacOS"
85210,"MacOS"
85215,"MacOS"
85218,"Linux-based"
85234,"MacOS"
85238,"Windows"
85248,"Linux-based"
85265,"Linux-based"
85269,"Linux-based"
85271,"Linux-based"
85277,"Windows"
85292,"MacOS"
85308,"MacOS"
85320,NA
85336,"Linux-based"
85338,"MacOS"
85341,"Linux-based"
85348,"Linux-based"
85358,"Linux-based"
85359,"Windows"
85360,"Linux-based"
85370,"Windows"
85378,"Windows"
85385,"Windows"
85389,"Linux-based"
85390,"Windows"
85393,"Windows"
85398,"MacOS"
85405,"Windows"
85417,"Windows"
85418,"MacOS"
85419,"Windows"
85425,"Windows"
85443,"Windows"
85448,"Windows"
85449,"Linux-based"
85450,"Linux-based"
85453,"Windows"
85456,"Windows"
85457,"Linux-based"
85473,"Windows"
85486,"MacOS"
85504,"Windows"
85517,"Windows"
85518,"Linux-based"
85521,"Windows"
85533,"Windows"
85534,"MacOS"
85539,"Linux-based"
85542,"MacOS"
85555,"Linux-based"
85567,"Linux-based"
85581,"MacOS"
85591,"Windows"
85603,"Windows"
85606,"MacOS"
85609,"Windows"
85611,"Windows"
85613,"Linux-based"
85618,"Windows"
85625,"Linux-based"
85626,"Windows"
85649,"Linux-based"
85650,"MacOS"
85656,"Linux-based"
85667,"MacOS"
85680,"Windows"
85682,"Windows"
85689,"MacOS"
85691,"MacOS"
85697,NA
85698,"MacOS"
85700,"MacOS"
85708,"Linux-based"
85717,"Linux-based"
85723,"Linux-based"
85732,"Linux-based"
85741,"Windows"
85742,"Linux-based"
85750,"Linux-based"
85760,"Linux-based"
85767,"Windows"
85769,"Windows"
85773,"MacOS"
85784,"MacOS"
85787,"Linux-based"
85792,"Linux-based"
85795,"MacOS"
85825,"Linux-based"
85831,"Windows"
85837,"Windows"
85838,"Linux-based"
85846,"Windows"
85853,"Linux-based"
85856,"Windows"
85860,"Windows"
85863,"Windows"
85864,"Windows"
85882,"Windows"
85895,"MacOS"
85903,"Linux-based"
85905,"Linux-based"
85912,"Windows"
85916,"Linux-based"
85929,"Linux-based"
85935,"Windows"
85938,"Windows"
85939,"Linux-based"
85943,"MacOS"
85944,"MacOS"
85957,"MacOS"
85967,"Windows"
85980,"Windows"
85996,"Linux-based"
85997,"Linux-based"
86003,"Linux-based"
86014,"Linux-based"
86020,"Windows"
86022,"Windows"
86026,"Windows"
86036,"Linux-based"
86037,"MacOS"
86046,"Windows"
86047,"Linux-based"
86060,"Linux-based"
86067,"Windows"
86068,"MacOS"
86069,"MacOS"
86072,"Windows"
86079,"MacOS"
86081,"Windows"
86086,"Windows"
86093,"Windows"
86097,"MacOS"
86102,"Linux-based"
86107,"MacOS"
86108,"Windows"
86117,"Windows"
86118,"Windows"
86131,"Windows"
86139,"Windows"
86156,"Linux-based"
86160,"MacOS"
86162,"Linux-based"
86192,"Linux-based"
86194,"Windows"
86199,"Linux-based"
86200,"Windows"
86206,"Linux-based"
86208,"Linux-based"
86209,"Linux-based"
86211,"Windows"
86215,"Linux-based"
86225,"MacOS"
86233,"MacOS"
86240,"Windows"
86243,"Linux-based"
86246,"Windows"
86248,"Windows"
86260,"Windows"
86261,"Linux-based"
86265,"MacOS"
86296,"Linux-based"
86297,"MacOS"
86301,"MacOS"
86318,"Windows"
86337,"Windows"
86338,"Windows"
86344,"Linux-based"
86356,NA
86358,"Linux-based"
86372,"Windows"
86384,"Linux-based"
86390,"Windows"
86392,"Windows"
86402,"Windows"
86412,"Windows"
86413,"Linux-based"
86417,"MacOS"
86450,"Windows"
86455,"Windows"
86466,"Linux-based"
86474,"Windows"
86475,"Windows"
86482,"Linux-based"
86486,"MacOS"
86493,"Windows"
86494,"Windows"
86502,"MacOS"
86509,"MacOS"
86511,"Linux-based"
86513,"MacOS"
86519,"Linux-based"
86526,"Linux-based"
86529,"Windows"
86533,"Linux-based"
86534,NA
86538,NA
86550,"Windows"
86557,"MacOS"
86565,"Linux-based"
86567,"MacOS"
86573,"Windows"
86589,"Linux-based"
86592,"Windows"
86597,"Windows"
86600,"Windows"
86603,"Linux-based"
86606,"Windows"
86615,"Linux-based"
86624,"Linux-based"
86628,"MacOS"
86632,"Windows"
86634,"Windows"
86637,"MacOS"
86641,"Windows"
86656,"Windows"
86682,"MacOS"
86709,"Windows"
86710,"MacOS"
86714,"Windows"
86722,"Windows"
86725,"MacOS"
86731,"Windows"
86733,"Windows"
86748,"Linux-based"
86755,"Linux-based"
86757,"MacOS"
86759,"Linux-based"
86760,"Linux-based"
86776,"Linux-based"
86787,"Linux-based"
86792,"Linux-based"
86803,"MacOS"
86825,"Windows"
86833,"MacOS"
86841,"MacOS"
86844,"Windows"
86861,"MacOS"
86887,NA
86889,"MacOS"
86894,"Windows"
86895,"Windows"
86921,"Windows"
86923,"Linux-based"
86939,"Windows"
86940,"Linux-based"
86948,"MacOS"
86952,"MacOS"
86954,"Linux-based"
86955,"Windows"
86959,"Windows"
86968,"Linux-based"
86971,"MacOS"
86974,"Windows"
86981,"Windows"
86992,"Windows"
87000,"Windows"
87002,"Windows"
87003,"Windows"
87008,"Linux-based"
87014,"Windows"
87019,"MacOS"
87027,"Windows"
87037,"MacOS"
87041,"MacOS"
87042,"Windows"
87053,"Windows"
87064,"MacOS"
87072,"MacOS"
87088,"Windows"
87090,"Windows"
87096,"Windows"
87102,"Linux-based"
87105,"Windows"
87123,"Windows"
87126,"Linux-based"
87138,"Windows"
87161,"Linux-based"
87162,"Linux-based"
87163,"MacOS"
87189,"Linux-based"
87203,"Linux-based"
87218,"Windows"
87224,"MacOS"
87229,"Linux-based"
87230,"MacOS"
87234,"Windows"
87240,"Windows"
87243,"MacOS"
87244,"Windows"
87246,"Windows"
87251,"Windows"
87265,"MacOS"
87267,NA
87268,"Linux-based"
87271,"Linux-based"
87274,"Windows"
87275,"Linux-based"
87281,"Windows"
87294,"Linux-based"
87304,"Windows"
87312,"Linux-based"
87320,"Windows"
87324,"MacOS"
87328,"Windows"
87329,"MacOS"
87330,"MacOS"
87331,"Linux-based"
87344,"Windows"
87346,"Windows"
87348,"MacOS"
87357,"Windows"
87361,"Windows"
87366,"Windows"
87373,"Linux-based"
87387,"Windows"
87388,"Windows"
87390,"Windows"
87417,"MacOS"
87433,"Linux-based"
87434,"MacOS"
87437,"Linux-based"
87439,"Linux-based"
87453,"MacOS"
87460,"Windows"
87474,"Linux-based"
87478,"MacOS"
87483,"Linux-based"
87487,"Linux-based"
87491,"Windows"
87496,"Windows"
87507,"Windows"
87516,"MacOS"
87520,"Windows"
87525,"Windows"
87531,"Linux-based"
87533,"Linux-based"
87535,"Linux-based"
87538,"Windows"
87541,"Linux-based"
87542,"Windows"
87557,"Linux-based"
87566,"Linux-based"
87570,"Windows"
87575,"Linux-based"
87585,"MacOS"
87592,"Windows"
87605,"Linux-based"
87611,"Windows"
87623,"MacOS"
87634,"MacOS"
87643,"Windows"
87645,"Windows"
87662,"MacOS"
87666,"Windows"
87672,"Windows"
87678,"Linux-based"
87684,"Windows"
87685,"Windows"
87687,"Windows"
87704,"MacOS"
87711,"Windows"
87717,"Linux-based"
87723,"Windows"
87731,"Windows"
87774,"MacOS"
87777,"Linux-based"
87782,"Linux-based"
87785,"Windows"
87791,"Linux-based"
87792,"Linux-based"
87793,"MacOS"
87797,"Linux-based"
87805,"Windows"
87824,"Linux-based"
87825,"Linux-based"
87837,"Windows"
87839,"Windows"
87851,"Windows"
87854,"MacOS"
87869,"Windows"
87870,"MacOS"
87880,NA
87886,"Linux-based"
87897,"MacOS"
87912,"Windows"
87923,"Windows"
87931,"Linux-based"
87938,"Windows"
87941,"Windows"
87947,"MacOS"
87957,"MacOS"
87958,"Windows"
87963,"Linux-based"
87964,"Linux-based"
87965,"Linux-based"
87968,"MacOS"
87970,"Windows"
87972,"MacOS"
87977,"Linux-based"
87987,"Windows"
88009,"MacOS"
88015,"Windows"
88016,"MacOS"
88019,"Linux-based"
88021,"Windows"
88030,"Linux-based"
88036,"Windows"
88038,"Linux-based"
88046,"Windows"
88048,"Windows"
88055,"Linux-based"
88056,"Windows"
88058,"MacOS"
88060,"Windows"
88067,"Windows"
88080,"Windows"
88082,"Linux-based"
88083,"Linux-based"
88088,"Windows"
88101,"MacOS"
88106,"Linux-based"
88108,"Windows"
88132,"Linux-based"
88137,"MacOS"
88140,"Linux-based"
88143,"Windows"
88149,"Windows"
88155,"MacOS"
88156,"Windows"
88163,"Linux-based"
88173,"Linux-based"
88174,"MacOS"
88180,"Linux-based"
88184,"Linux-based"
88188,"MacOS"
88196,"Windows"
88198,"Linux-based"
88199,"Linux-based"
88222,"Linux-based"
88233,"Linux-based"
88234,"Linux-based"
88236,"Windows"
88239,"Linux-based"
88248,"Windows"
88258,"Windows"
88270,"Linux-based"
88278,"Windows"
88280,"Windows"
88286,"Windows"
88287,"Linux-based"
88297,"Windows"
88312,"MacOS"
88318,"Linux-based"
88322,"MacOS"
88325,"MacOS"
88332,"Windows"
88340,"Windows"
88347,"MacOS"
88355,"Linux-based"
88360,"Windows"
88373,"Windows"
88380,"Linux-based"
88387,"Windows"
88392,"Linux-based"
88394,"Linux-based"
88396,"MacOS"
88401,"Windows"
88412,"Windows"
88419,"MacOS"
88432,"MacOS"
88433,"Windows"
88442,"Windows"
88448,"MacOS"
88449,"Linux-based"
88455,"Linux-based"
88475,"MacOS"
88479,"Windows"
88505,"Windows"
88516,"Linux-based"
88536,"Windows"
88537,"Windows"
88539,"Linux-based"
88556,"Linux-based"
88563,"Linux-based"
88568,"Windows"
88577,"Linux-based"
88578,"Windows"
88587,"Windows"
88594,NA
88597,"Linux-based"
88605,"MacOS"
88615,"Windows"
88624,"Windows"
88626,"Windows"
88636,"Linux-based"
88645,"Windows"
88663,"Linux-based"
88664,"Windows"
88667,"Windows"
88668,"Windows"
88683,"Windows"
88684,"MacOS"
88697,"Linux-based"
88706,"Windows"
88729,"Windows"
88758,"MacOS"
88759,"MacOS"
88762,"Windows"
88768,"Windows"
88772,"Linux-based"
88777,"Windows"
88778,"MacOS"
88796,"Linux-based"
88808,"Linux-based"
88815,"MacOS"
88817,"Windows"
88819,"Windows"
88830,"MacOS"
88839,"Linux-based"
88849,"Windows"
88851,"Linux-based"
88854,"Windows"
88873,"MacOS"
88874,"Linux-based"
88877,"Windows"
549,"Windows"
1747,"Windows"
2848,"Windows"
4135,"Windows"
10702,NA
10958,"MacOS"
13311,"Linux-based"
16637,"Linux-based"
16679,"Linux-based"
17760,"Windows"
19635,NA
24876,"MacOS"
25114,"Windows"
25422,"Windows"
26812,"Windows"
26927,"MacOS"
26941,NA
28364,"Linux-based"
28557,"Windows"
29601,"Windows"
29998,"Windows"
30141,"MacOS"
31699,"Windows"
32826,"Linux-based"
36319,"Windows"
37686,"Windows"
37951,"MacOS"
38509,"MacOS"
38660,"Windows"
38948,"Linux-based"
39117,"Windows"
40917,NA
44621,"Linux-based"
45732,"Windows"
46058,"Windows"
46817,"Linux-based"
49705,"MacOS"
51507,"Linux-based"
52368,NA
55003,"Windows"
55851,"Windows"
57071,"Linux-based"
57664,"Linux-based"
