"Respondent","Platform1","Platform2","Platform3","Platform4","Platform5","Platform6","Platform7","Platform8","Platform9","Platform10","Platform11","Platform12","Platform13","Platform14","Platform15","Platform16"
83306,"AWS","IBM Cloud or Watson","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83319,"MacOS","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83329,"Arduino","AWS","Google Cloud Platform","iOS","Raspberry Pi","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA
83338,"Linux","Microsoft Azure","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83341,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83351,"Android","AWS","iOS","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83354,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83355,"Android","Linux","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83356,"Arduino","AWS","Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83365,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83366,"AWS","Docker","Google Cloud Platform","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83368,"Arduino","AWS","Docker","Kubernetes","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83369,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83374,"Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83376,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83384,"Docker","Kubernetes","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83394,"Android","Arduino","iOS","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83400,"AWS","Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83413,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83416,"Android","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83418,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83420,"Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83428,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83434,"AWS","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83437,"Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83438,"AWS","Heroku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83450,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83451,"Arduino","iOS","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83463,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83481,"AWS","Linux","Microsoft Azure","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83498,"AWS","Docker","Google Cloud Platform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83524,"Heroku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83559,"Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83560,"AWS","Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83561,"Android","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83565,"Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83567,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83578,"Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83585,"Arduino","Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83588,"Docker","iOS","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83597,"Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83600,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83603,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83617,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83621,"Android","Docker","Google Cloud Platform","Heroku","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83625,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83629,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83639,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83643,"iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83644,"AWS","Docker","Linux","Microsoft Azure","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83651,"WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83657,"AWS","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83658,"AWS","Docker","Linux","MacOS","Slack","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83681,"Arduino","AWS","Docker","Google Cloud Platform","Heroku","Linux","Microsoft Azure","Raspberry Pi","Slack",NA,NA,NA,NA,NA,NA,NA
83690,"Microsoft Azure","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83695,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83700,"Android","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83707,"Arduino","AWS","Docker","Heroku","Kubernetes","Linux","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA
83711,"AWS","Docker","Kubernetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83714,"Android","Arduino","AWS","Docker","Linux","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA
83722,"Heroku","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83739,"Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83741,"Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83742,"Android","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83747,"AWS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83757,"Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83760,"Google Cloud Platform","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83771,"Android","Arduino","AWS","iOS","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83775,"Android","Docker","Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83778,"AWS","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83779,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83789,"AWS","Docker","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83791,"Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83792,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83794,"Android","AWS","Docker","Linux","MacOS","Microsoft Azure","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA
83797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83802,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83805,"Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83816,"Linux","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83825,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83827,"Arduino","Docker","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83832,"Android","Arduino","AWS","iOS","Linux","MacOS","Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA
83837,"AWS","Google Cloud Platform","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83841,"MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83859,"AWS","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83888,"Android","Docker","Linux","MacOS","Microsoft Azure","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA
83893,"AWS","Docker","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83897,"Android","iOS","Linux","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83909,"AWS","Docker","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83913,"Docker","Kubernetes","Microsoft Azure","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83923,"Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83928,"AWS","Docker","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83929,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83938,"Android","AWS","Docker","Google Cloud Platform","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
83943,"AWS","Docker","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83952,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83986,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83989,"AWS","Linux","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83996,"AWS","Docker","Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84000,"Docker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84001,"AWS","Docker","Google Cloud Platform","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84023,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84026,"Docker","Kubernetes","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84036,"Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84040,"AWS","Docker","Google Cloud Platform","Heroku","MacOS","Microsoft Azure","Raspberry Pi","Slack","WordPress",NA,NA,NA,NA,NA,NA,NA
84062,"Docker","Linux","MacOS","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84080,"Docker","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84081,"Android","iOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84085,"AWS","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84088,"Docker","Heroku","IBM Cloud or Watson","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84090,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84091,"AWS","Docker","Google Cloud Platform","Linux","MacOS","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
84108,"AWS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84111,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84118,"Arduino","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84126,"Android","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84130,"Arduino","Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84131,"Android","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84143,"Google Cloud Platform","Heroku","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84154,"Microsoft Azure","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84155,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84168,"Docker","Google Cloud Platform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84176,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84186,"Android","Linux","MacOS","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84191,"Docker","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84198,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84209,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84212,"Android","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84214,"AWS","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84215,"Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84226,"Android","Linux","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84228,"AWS","Docker","Google Cloud Platform","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84229,"Docker","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84236,"Android","WordPress","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84239,"AWS","Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84243,"Arduino","Docker","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84247,"Docker","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84250,"AWS","MacOS","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84259,"Android","iOS","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84260,"Linux","MacOS","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84262,"Android","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84267,"Android","Arduino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84278,"AWS","Docker","Kubernetes","Linux","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84289,"Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84291,"AWS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84301,"Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84304,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84311,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84329,"AWS","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84335,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84348,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84357,"Docker","Google Cloud Platform","Linux","MacOS","Microsoft Azure","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
84369,"Arduino","IBM Cloud or Watson","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84373,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84375,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84378,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84390,"AWS","Docker","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84396,"Android","Linux","MacOS","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84405,"MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84415,"Android","Google Cloud Platform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84418,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84432,"Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84437,"Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84443,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84455,"AWS","Linux","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84462,"Android","Arduino","Docker","Linux","Raspberry Pi","Windows","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
84464,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84470,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84473,"Linux","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84485,"Arduino","AWS","Heroku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84488,"Android","Arduino","Docker","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84490,"AWS","Docker","Linux","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84491,"Docker","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84492,"AWS","Microsoft Azure","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84500,"Docker","iOS","Linux","MacOS","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84516,"Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84521,"Docker","Heroku","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84545,"Arduino","Docker","Linux","MacOS","Windows","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84568,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84572,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84576,"AWS","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84600,"Linux","Raspberry Pi","Windows","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84607,"Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84611,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84625,"Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84630,"Heroku","MacOS","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84636,"Android","Arduino","Docker","Heroku","Linux","Microsoft Azure","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA
84637,"Android","iOS","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84640,"Arduino","AWS","Google Cloud Platform","Heroku","Microsoft Azure","Raspberry Pi","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
84652,"AWS","Docker","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84653,"Docker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84658,"Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84668,"Linux","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84670,"Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84673,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84677,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84680,"Docker","Google Cloud Platform","Kubernetes","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84704,"Android","Google Cloud Platform","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84709,"AWS","Google Cloud Platform","Heroku","Kubernetes","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84713,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84719,"Android","AWS","Linux","MacOS","Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
84721,"AWS","Google Cloud Platform","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84731,"AWS","Docker","Google Cloud Platform","iOS","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84744,"Android","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84751,"Android","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84752,"Docker","Kubernetes","Linux","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84754,"Android","AWS","Heroku","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84758,"MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84760,"Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84764,"AWS","Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84765,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84771,"Android","Arduino","Docker","Kubernetes","Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
84772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84779,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84793,"Docker","Linux","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84805,"Android","AWS","Docker","Google Cloud Platform","iOS","Linux","MacOS","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA
84811,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84812,"AWS","Linux","MacOS","Microsoft Azure","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84813,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84819,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84833,"Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
