"Respondent","Language1","Language2","Language3","Language4","Language5","Language6","Language7","Language8","Language9","Language10","Language11","Language12","Language13","Language14","Language15","Language16","Language17","Language18","Language19","Language20","Language21","Language22","Language23","Language24","Language25"
75656,"Assembly","Bash/Shell/PowerShell","C","C++","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75661,"Bash/Shell/PowerShell","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75664,"HTML/CSS","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75669,"HTML/CSS","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75674,"C++","C#","HTML/CSS","JavaScript","Python","R","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75685,"Bash/Shell/PowerShell","C#","Java","Python","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75692,"Assembly","Bash/Shell/PowerShell","C","C++","Java",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75703,"Bash/Shell/PowerShell","C","Clojure","Elixir","Go","HTML/CSS","Java","JavaScript","Python","R","Scala","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75710,"C","C++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75713,"HTML/CSS","Java","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75717,"HTML/CSS","JavaScript","PHP","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75732,"Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75741,"Bash/Shell/PowerShell","C#","Kotlin","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75744,"C#","HTML/CSS","Java","JavaScript","PHP","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75745,"Bash/Shell/PowerShell","Go","Java","JavaScript","Python","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75746,"Java","Python","Rust","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75754,"HTML/CSS","JavaScript","Python","R","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75772,"Assembly","Bash/Shell/PowerShell","C","Dart","Go","HTML/CSS","Java","JavaScript","PHP","Python","Ruby","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75773,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75775,"Bash/Shell/PowerShell","C++","HTML/CSS","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75786,"R","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75795,"Bash/Shell/PowerShell","C++","HTML/CSS","Java","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75803,"Bash/Shell/PowerShell","C","Go","JavaScript","Kotlin","PHP","Python","Ruby","Rust","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75804,"HTML/CSS","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75808,"HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75813,"C#","HTML/CSS","JavaScript","PHP","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75823,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75827,"Bash/Shell/PowerShell","C#","Java","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75833,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75839,"C#","HTML/CSS","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75845,"Bash/Shell/PowerShell","R","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75848,"C++","C#","HTML/CSS","Java","JavaScript","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75849,"C","HTML/CSS","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75858,"Bash/Shell/PowerShell","C","C++","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75859,"Bash/Shell/PowerShell","Clojure","JavaScript","PHP","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75860,"C++","C#",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75861,"Bash/Shell/PowerShell","C#","F#","HTML/CSS","JavaScript","R","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75871,"HTML/CSS","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75872,"Dart","HTML/CSS","Java","JavaScript","PHP","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75884,"HTML/CSS","Java","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75896,"C#","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75898,"C#","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75910,"HTML/CSS","Java","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75911,"C#","HTML/CSS","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75916,"C++","C#","HTML/CSS","JavaScript","Python","Rust","SQL","Swift","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75919,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75928,"Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75931,"C","C++","Python","R","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75948,"C#","HTML/CSS","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75953,"C","HTML/CSS","Java","JavaScript","Kotlin","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75956,"HTML/CSS","JavaScript","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75961,"Bash/Shell/PowerShell","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75968,"C","C++","JavaScript","Python","R","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75973,"Bash/Shell/PowerShell","C#","Python","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75976,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Ruby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75989,"Bash/Shell/PowerShell","C++","Java","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76003,"Go","HTML/CSS","Java","JavaScript","PHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76007,"C++","JavaScript","Python","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76022,"Bash/Shell/PowerShell","Go","HTML/CSS","Java","JavaScript","Kotlin","Python","Scala","Swift","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76040,"Bash/Shell/PowerShell","C++","C#","F#","Java","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76041,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Python","Ruby","Scala","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76047,"Bash/Shell/PowerShell","C++","Python","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76048,"Java","JavaScript","Python","R","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76052,"HTML/CSS","Java","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76053,"HTML/CSS","Java","JavaScript","PHP","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76067,"HTML/CSS","Java","JavaScript","PHP","Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76068,"Bash/Shell/PowerShell","Elixir","Go","JavaScript","Python","Rust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76074,"Bash/Shell/PowerShell","C++","C#","HTML/CSS","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76076,"Assembly","C#","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76086,"C","C++","C#","Java","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76091,"Bash/Shell/PowerShell","C","C#","Python","Scala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76124,"Bash/Shell/PowerShell","Java","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76126,"C","C++","HTML/CSS","Java","JavaScript","PHP","Python","SQL","TypeScript","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76131,"Java","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76135,"Go","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76148,"Bash/Shell/PowerShell","HTML/CSS","Python","R","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76150,"Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76153,"Assembly","Bash/Shell/PowerShell","C","C++","C#","Clojure","Dart","Elixir","Erlang","F#","Go","HTML/CSS","Java","JavaScript","Kotlin","Objective-C","PHP","Python","R","Ruby","Rust","Scala","SQL","Swift","TypeScript"
76160,"C#","HTML/CSS","Java","JavaScript","Python","R","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76163,"Bash/Shell/PowerShell","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76165,"C","C++",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76169,"C++","HTML/CSS","JavaScript","Python","R","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76176,"C++","PHP","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76178,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Python","R","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76182,"Bash/Shell/PowerShell","C++","HTML/CSS","Java","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76191,"Bash/Shell/PowerShell","Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76207,"C","C++","C#","HTML/CSS","Java","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76208,"HTML/CSS","JavaScript","Python","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76231,"HTML/CSS","Java","JavaScript","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76234,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Python","R","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76237,"Assembly","C++","HTML/CSS","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76240,"Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76244,"C#","HTML/CSS","Java","JavaScript","Python","Scala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76247,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","PHP","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76256,"C++","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76258,"Bash/Shell/PowerShell","HTML/CSS","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76261,"SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76263,"Bash/Shell/PowerShell","C#","HTML/CSS","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76267,"HTML/CSS","Java","JavaScript","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76270,"Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76276,"Bash/Shell/PowerShell","Java","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76278,"C++","HTML/CSS","JavaScript","PHP","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76279,"C++","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76281,"Bash/Shell/PowerShell","C#","HTML/CSS","Java","JavaScript","TypeScript","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76290,"Bash/Shell/PowerShell","C","C++","C#","JavaScript","PHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76319,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76320,"R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76324,"HTML/CSS","Java","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76327,"R","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76328,"Bash/Shell/PowerShell","HTML/CSS","Ruby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76329,"C#","HTML/CSS","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76330,"C++","HTML/CSS","JavaScript","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76343,"Bash/Shell/PowerShell","Go","JavaScript","Rust","SQL","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76347,"Bash/Shell/PowerShell","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76352,"Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76359,"Bash/Shell/PowerShell","Python","R","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76374,"Java","PHP","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76379,"Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76381,"Bash/Shell/PowerShell","C","C++","Java","JavaScript","Kotlin","PHP","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76383,"C","C++","Go","Java","JavaScript","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76386,"Bash/Shell/PowerShell","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76400,"Bash/Shell/PowerShell","Java","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76419,"C#","JavaScript","SQL","Swift","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76427,"HTML/CSS","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76428,"C#","HTML/CSS","Java","JavaScript","Python","Ruby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76436,"Bash/Shell/PowerShell","Java","JavaScript","R","Scala","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76439,"HTML/CSS","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76445,"Bash/Shell/PowerShell","C#","JavaScript","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76464,"Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76472,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76474,"Assembly","Bash/Shell/PowerShell","C","C++","C#","HTML/CSS","Java","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76480,"Assembly","Bash/Shell/PowerShell","C","C++","HTML/CSS","Java","JavaScript","PHP","Python","SQL","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76493,"Bash/Shell/PowerShell","C","C++","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76532,"C++","HTML/CSS","JavaScript","PHP","SQL","WebAssembly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76534,"C#","HTML/CSS","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76546,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76548,"C","C++","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76553,"C#","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76554,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76596,"Bash/Shell/PowerShell","Java","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76598,"C++","HTML/CSS","Java","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76603,"Bash/Shell/PowerShell","HTML/CSS","Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76613,"Bash/Shell/PowerShell","C++","HTML/CSS","Java","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76625,"HTML/CSS","JavaScript","PHP","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76657,"C","C++","C#","HTML/CSS","Java","Python","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76675,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76678,"Bash/Shell/PowerShell","C","C++","C#","Java","JavaScript","Kotlin","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76679,"C#","Go","HTML/CSS","Java","JavaScript","Kotlin","PHP","Rust","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76685,"C#","Java","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76694,"Bash/Shell/PowerShell","C","C++","C#","HTML/CSS","JavaScript","Objective-C","PHP","Python","SQL","TypeScript","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76695,"Bash/Shell/PowerShell","Go","JavaScript","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
