"Respondent","Age","Gender","Ethnicity","Country","UndergradMajor","JobSat"
80993,23,"Non-binary, genderqueer, or gender non-conforming","East Asian;Middle Eastern;South Asian","Myanmar","A natural science (ex. biology, chemistry, physics)",NA
80996,NA,"Woman",NA,"France","Computer science, computer engineering, or software engineering","Slightly satisfied"
80998,33,"Man","White or of European descent","United States","A social science (ex. anthropology, psychology, political science)","Slightly satisfied"
81001,36,"Man","South Asian","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly dissatisfied"
81011,25,"Woman",NA,"India","Computer science, computer engineering, or software engineering","Very dissatisfied"
81016,29,"Man","White or of European descent","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Very dissatisfied"
81024,23,"Man","White or of European descent","United States","Mathematics or statistics","Slightly dissatisfied"
81027,30,"Man","White or of European descent","Brazil","Computer science, computer engineering, or software engineering","Very dissatisfied"
81029,24,"Man","White or of European descent","Romania","Computer science, computer engineering, or software engineering","Very satisfied"
81042,63,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
81045,37,"Man","Black or of African descent;East Asian;Middle Eastern;Native American, Pacific Islander, or Indigenous Australian;White or of European descent;Multiracial","United States","A natural science (ex. biology, chemistry, physics)","Very satisfied"
81055,30,"Man",NA,"Germany","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
81066,27,"Man","White or of European descent","Ukraine","Computer science, computer engineering, or software engineering","Very satisfied"
81067,32,"Man","White or of European descent","Austria","Computer science, computer engineering, or software engineering","Slightly satisfied"
81070,27,"Man","Middle Eastern;White or of European descent","Poland","Computer science, computer engineering, or software engineering","Slightly satisfied"
81082,28,"Man","White or of European descent","Australia","Information systems, information technology, or system administration","Very satisfied"
81084,NA,"Man","Native American, Pacific Islander, or Indigenous Australian","Thailand",NA,"Very dissatisfied"
81085,25,"Man",NA,"Netherlands","A business discipline (ex. accounting, finance, marketing)",NA
81102,41,"Man",NA,"United States","Computer science, computer engineering, or software engineering",NA
81107,20,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering",NA
81109,NA,"Man","White or of European descent","Germany","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
81124,35,"Man","White or of European descent","Latvia",NA,NA
81128,23,"Man","White or of European descent","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Very satisfied"
81131,25,"Man","White or of European descent","Sweden","Mathematics or statistics","Very satisfied"
81132,21,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
81135,20,"Man","White or of European descent","France","Computer science, computer engineering, or software engineering",NA
81141,43,"Man","East Asian;South Asian","United States","Computer science, computer engineering, or software engineering",NA
81142,27,"Woman","Hispanic or Latino/Latina;White or of European descent","United Kingdom","A natural science (ex. biology, chemistry, physics)","Very satisfied"
81143,21,"Man","White or of European descent","Belarus","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
81146,35,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
81151,52,"Man",NA,"Brazil","Another engineering discipline (ex. civil, electrical, mechanical)","Neither satisfied nor dissatisfied"
81159,25,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
81168,36,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
81176,34,"Man","White or of European descent","Poland","A social science (ex. anthropology, psychology, political science)","Very dissatisfied"
81177,18,"Man","Black or of African descent","South Africa",NA,"Neither satisfied nor dissatisfied"
81178,32,"Man","White or of European descent","Austria","Computer science, computer engineering, or software engineering","Slightly satisfied"
81183,28,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Slightly satisfied"
81192,23,"Man","White or of European descent","Greece","Computer science, computer engineering, or software engineering",NA
81200,29,NA,NA,"India","Computer science, computer engineering, or software engineering","Very satisfied"
81210,NA,"Man","White or of European descent","Norway","Computer science, computer engineering, or software engineering",NA
81215,31,"Man",NA,"India","Computer science, computer engineering, or software engineering","Very satisfied"
81216,NA,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
81234,26,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Slightly satisfied"
81242,NA,"Man","White or of European descent","Italy","A natural science (ex. biology, chemistry, physics)","Very satisfied"
81243,46,"Man","White or of European descent","United States","A social science (ex. anthropology, psychology, political science)","Very satisfied"
81244,27,"Man","South Asian","United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
81257,45,"Man","White or of European descent","Germany","Another engineering discipline (ex. civil, electrical, mechanical)","Very dissatisfied"
81265,35,"Man","South Asian","Finland","Computer science, computer engineering, or software engineering","Slightly satisfied"
